eventid	latitude	longitude
51049	35.5	-95.25
47555	39.51	-76.41
48691	32.42	-89.11
27996	32.96	-80.82
62567	32.25	-86.54
62552	32.52	-87.57
62555	32.84	-87.27
34985	42.87	-97.48
34988	43.68	-98.42
35355	43.73	-97.6
35356	43.75	-97.64
35362	44.04	-97.72
35364	44.17	-97.62
34827	44.15	-97.78
34828	42.95	-97.83
34981	43.71	-97.86
56791	42.69	-84.53
56789	42.59	-84.83
35367	44.26	-97.72
34829	44.07	-97.6
54066	37.97	-91.72
34991	44.03	-97.92
34992	43.1	-97.6
34834	43.07	-97.9
64050	33.41	-88.81
34975	43.71	-97.94
61762	30.92	-90.15
19317	38.29	-83.7
51765	29.26	-94.94
35257	45.02	-88.98
35262	45.12	-88.77
35248	45.01	-89
3746	31.32	-82.47
26624	41.24	-80.23
53217	41.58	-93.63
53218	40.68	-93.13
53535	41.23	-92.83
35783	39.39	-98.7
61114	42.77	-88
27540	30.51	-96.51
30837	30.15	-95.2
16380	33.79	-80.5
11358	33.02	-92.73
15533	38.33	-94.53
60196	39.77	-90.78
35087	36.05	-100.42
35088	36.18	-100.53
60632	34.53	-82.15
49851	26.55	-81.98
35070	36.07	-100.47
57709	27.74	-97.96
16757	30.41	-84.8
6925	32.54	-89.27
7537	33	-88.66
45928	41.92	-94.62
45929	41.85	-94.65
7377	32.62	-89.23
45388	41.94	-94.82
45389	41.92	-94.68
45391	41.88	-94.27
60769	35.05	-85.69
67068	26.24	-81.82
68914	31.69	-83.68
68908	31.38	-85.03
64722	32.16	-82.92
64708	31.87	-83.46
66279	28.31	-82.51
64723	32.34	-82.66
59745	44.9	-92.95
7380	32.72	-89.03
25219	36.81	-83.32
29734	35.18	-101.12
6920	31.73	-89.29
7384	32.61	-88.7
62078	43.26	-83.55
25221	36.8	-83.21
16114	38.67	-94.12
16511	38.67	-94.15
9976	30.53	-81.8
10249	33.27	-84.56
10101	34.75	-76.53
11146	30.29	-82.82
10085	37.44	-89.3
10086	36.83	-87.16
8773	31.76	-85.17
71375	41.95	-86.4
8765	32.68	-85.8
26241	41.68	-86.69
26242	41.7	-86.68
9810	33.36	-84.9
35832	35.5	-97.95
11436	33.29	-84.9
12184	40.62	-93.31
9019	31.49	-85.7
57636	42.83	-112.21
11346	32.6	-87.53
11344	32.59	-87.57
11361	33.02	-87.32
11359	33.01	-87.4
11362	33.02	-87.08
16990	30.78	-89.47
12846	27.73	-81.53
17515	28.88	-82.05
15452	33.02	-96.55
16381	34.05	-80.16
16387	33.31	-80.75
18494	37.45	-100.28
11368	32.59	-93.64
18596	33.8	-91.61
18599	33.82	-91.55
16784	30.01	-90.05
18948	28.89	-81.95
19900	38.61	-90.25
60127	36.22	-85.61
18950	28.96	-81.59
16783	29.9	-90.15
18138	33.42	-93.67
18146	33.48	-93.59
18587	33.7	-91.8
18588	33.8	-91.68
16781	29.9	-90.13
18590	34	-91.35
18592	34.01	-91.31
19002	29.06	-80.99
20318	29	-81.38
18057	32.9	-93.32
18014	32.46	-94.45
18593	33.27	-92.28
13242	34.78	-82.68
35239	36.16	-99.69
14287	31.61	-91.83
35235	36.09	-99.82
10023	31.19	-97.31
13294	35.24	-81.1
28176	42.71	-92.64
22394	31.6	-83.55
25724	36.46	-83.59
14506	36.48	-83.66
22392	31.51	-83.76
20465	32.12	-87.41
23030	36.59	-92.15
23038	36.61	-92.13
22742	32.03	-86.45
22284	38.02	-102.12
22279	31.46	-84.01
22786	31.45	-85.51
17916	34.55	-100.43
22531	29.39	-96.95
22537	29.39	-96.88
22745	32.06	-86.41
21450	34.45	-101.36
22277	31.38	-84.21
21742	30.53	-83.84
28178	42.5	-92.41
22278	31.44	-84.09
22391	31.44	-83.89
24684	32.68	-97.46
22788	31.46	-85.37
24688	32.79	-96.72
24691	32.91	-96.33
30124	33.04	-96.17
21743	30.58	-83.43
22792	31.66	-85.12
20333	39.56	-101.53
55289	41.44	-86
55288	41.39	-86.04
18535	34.22	-102.99
20522	42.55	-91.35
19509	33.49	-103.37
61844	37.16	-84.17
22748	33.43	-87.64
19933	41.06	-94.09
23489	41.81	-94.57
25542	39.13	-82.93
22851	40.69	-101.82
25540	38.98	-83.71
23797	35.5	-97.71
22781	32.51	-85.04
20730	34.3	-103.17
19917	41.18	-94.98
11505	32.99	-81.29
25603	35.81	-90.62
22746	33.81	-87.9
22904	41.37	-82.1
21422	31.92	-84.55
22273	30.67	-83.2
22393	31.55	-83.62
24157	37.38	-100.25
24161	37.47	-100.23
24184	37.67	-100.25
24189	37.91	-100.15
25646	31.33	-87.04
23796	36.6	-98.02
64022	44.78	-83.9
20025	32.47	-100.21
20026	32.52	-100.18
53536	41.18	-92.85
17973	29.99	-91.76
23795	36.57	-98.03
19854	32.49	-84.16
22780	32.51	-85.05
30001	32.48	-86.15
30014	32.9	-86.88
62457	34.2	-87.66
22782	33.16	-86.86
21133	41.88	-101.92
15185	41.12	-101.75
22768	33.58	-86.95
25619	31.82	-87.32
25638	32.03	-86.39
17974	30.03	-92.04
22764	34.08	-87.25
24693	33.22	-97.01
64025	44.94	-83.62
19855	32.72	-83.93
21454	34.5	-101.05
21455	34.64	-100.95
19937	32.76	-83.84
19944	32.61	-83.97
20943	32.49	-85
18521	33.72	-102.84
15184	40.76	-101.77
18512	34.52	-102.9
21139	32.68	-84.66
18547	33.5	-101.81
21821	32.55	-83.29
21826	32.66	-83.15
22730	32.18	-87.3
22992	38.46	-102.05
21425	32.23	-84.15
21974	32.49	-84.51
19953	32.87	-83.81
21453	34.25	-101.32
18515	33.66	-102.84
20945	32.9	-83.52
21363	33.42	-82.61
19353	32.07	-84.68
19506	33.13	-103.45
25541	38.94	-83.4
23133	31.77	-85.02
50168	44.02	-83.93
26885	37.44	-76.67
22275	31.32	-84.45
28175	42.7	-93.8
24669	32.7	-97.12
27708	28.64	-100.41
22487	41.68	-86.51
22399	31.28	-85.92
20008	42.66	-97.81
26652	41.6	-88.2
20480	30.77	-86.94
20470	31.63	-86.64
27994	32.88	-80.93
27995	32.89	-80.91
20130	42.69	-90.68
19352	37	-121.6
34247	31.83	-100.19
28293	41.49	-93.69
31525	38.28	-98.72
32071	39.37	-102.92
30021	31.88	-85.72
28248	41.49	-93.78
30545	33.52	-99.31
31530	38.44	-98.57
31540	38.43	-98.53
31554	38.6	-98.37
31566	38.28	-98.76
31567	38.32	-98.7
31573	38.89	-98.05
28447	32.19	-83.18
37255	41.77	-75.98
32072	39.37	-102.92
33378	31.32	-99.31
32640	31.11	-97.71
37411	42.59	-91
31563	38.57	-98.61
35010	33.09	-99.71
28430	32.56	-82.15
29939	34.32	-102.09
28220	32.49	-82.62
30015	32.35	-85.44
28222	32.52	-82.59
29937	34.23	-102.09
28230	32.52	-82.58
28433	31.83	-83.84
28190	42.63	-92.92
29749	42.68	-90.72
28432	32.59	-82.67
25223	37.11	-84.01
29941	34.53	-101.78
29748	42.66	-90.69
28431	32.48	-82.84
29940	34.45	-101.99
29947	35.27	-101.02
21948	35.13	-100.94
29741	34.83	-101.73
28054	32.42	-82.96
30007	32.37	-85.6
21424	31.98	-84.46
19160	35.44	-93.83
29936	34.06	-102.22
27815	32.2	-83.2
28056	32.3	-82.85
28219	32.42	-82.66
20011	42.76	-97.51
35640	41.12	-100.17
35646	41.75	-100.02
35650	42.07	-99.85
35655	42.72	-99.68
35644	41.51	-100.09
15464	38.65	-94
11500	32.75	-81.6
32722	38.88	-81.94
15503	38.12	-95.07
35698	39.74	-99.34
35716	39.63	-98.83
15890	35.84	-85.22
29728	35.79	-102.13
34648	42.03	-88.08
33653	41.6	-80.11
20092	42.7	-91.93
20729	34.24	-103.17
21478	39.42	-102.47
55287	41.3	-86.17
15495	39.77	-88.99
34325	36.81	-101.75
23634	41.2	-102.65
35091	36.31	-100.32
27525	37.41	-85.26
27528	37.24	-85.05
25217	37.18	-84.82
22852	40.7	-101.84
21106	42.52	-101.93
22854	40.76	-101.78
22860	41.19	-101.71
14400	31.35	-97.6
14401	31.42	-97.44
22210	29.6	-90.72
29291	39.7	-100.92
21760	35.69	-100.49
29475	38.82	-103
35264	45.18	-88.64
45999	40.78	-91.52
35265	45.45	-87.99
35268	45.1	-87.89
21771	38.88	-101.67
21773	39.29	-101.34
44122	42.67	-76.68
7292	32.58	-89.24
21876	36.01	-85.21
40677	27.01	-82.05
39127	32.58	-96.95
26608	43.29	-102.2
38697	48.71	-103.61
39375	30.6	-101.25
39126	32.39	-97.12
38671	31.43	-97.42
39452	33.58	-102.4
38859	33.27	-97.55
51845	29.14	-81.99
29550	38.9	-102.31
28763	31.76	-84.27
25216	37.16	-84.69
30003	32.84	-85.76
28703	31.48	-85.69
28758	31.55	-84.6
24024	41.03	-100.16
24002	40.64	-100.28
24709	33.01	-97.16
28177	41.96	-93.69
24016	40.7	-100.28
29726	35.65	-102.31
29984	32.91	-86.89
29980	33.75	-86.98
26123	31.69	-100
24710	32.38	-97.61
29721	33.57	-101.89
28788	31.76	-83.92
21775	39.42	-101.25
21776	39.57	-101.05
29720	33.98	-102.02
35822	35.51	-97.48
35755	35.39	-99.87
53323	46.58	-99.82
41336	48.21	-107.66
57088	46.55	-99.7
35788	35.72	-99.8
35791	35.84	-99.69
34211	39.07	-97.6
36970	31.09	-97.98
35762	35.42	-99.92
35823	35.37	-97.08
35781	35.9	-99.77
35793	35.89	-99.77
36284	25.57	-80.35
36873	26.72	-81.45
35819	35.35	-96.64
54627	41.22	-83.27
54633	40.94	-83.37
38854	31.11	-97.9
44546	37.02	-93.21
47363	41.33	-91.67
46970	47.58	-101.83
52747	41.7	-79.37
56214	33.35	-94.49
56305	40.58	-98.38
56213	32.68	-95.44
53744	40.43	-79.99
41637	41.33	-91.13
38344	45.52	-87.78
35803	36.15	-99.39
35808	36.17	-99.33
37739	38	-94.45
35829	35.38	-97.97
35827	35.29	-97.96
35817	35.24	-96.65
35836	35.69	-97.77
22994	32.4	-100.78
48727	47.72	-97.61
41620	41.27	-91.19
46245	41.73	-96.58
59858	37.14	-87.63
59844	37.53	-87.69
59859	36.58	-88.19
59846	37.67	-87.37
24630	33.68	-105.42
63960	39.52	-92.05
59856	36.72	-87.85
59855	36.84	-87.95
59843	37.8	-86.9
63864	39.75	-91.58
63579	31.46	-89.83
53560	40.45	-92.2
63662	34.83	-101.97
63965	39.01	-92.01
62249	30.4	-87.24
63757	39.03	-91.51
63863	39.8	-91.54
59840	37.77	-87.17
64008	45.1	-83.81
64034	30.41	-94.01
59853	37.27	-87.9
59849	37.03	-87.84
62045	30.53	-88.78
59857	37.12	-87.72
64012	44.64	-84.3
64023	44.78	-83.89
63756	39.59	-92.21
64011	44.67	-85.23
57953	42.71	-84.01
21744	36.52	-100.39
55252	41.87	-88.17
21954	34.87	-100.97
57994	42.92	-83.42
57520	40.62	-74.03
59429	34	-102.05
59430	33.98	-102.09
56378	34.08	-98.37
56379	35.34	-98.1
59841	37.81	-87
59854	37.2	-87.48
59842	37.84	-87.04
59650	34.57	-102.04
59845	37.62	-87.48
36001	37.75	-99.01
36002	37.83	-98.96
36003	37.9	-98.95
48308	46.73	-97.42
48309	46.64	-97.39
48311	46.51	-97.38
48314	46.93	-97.61
48307	46.84	-97.45
54759	41.67	-88.13
53081	41.74	-92.58
53084	42.46	-94.89
53085	42.44	-94.84
53074	41.46	-92.87
53075	41.47	-92.87
53076	41.51	-92.82
53077	41.58	-92.76
52820	46.49	-98.7
44407	42.97	-101.25
43667	43.34	-88.07
53482	31.84	-96.44
52635	42.23	-91.6
35937	37.39	-99.38
35996	37.73	-99.13
58268	40.66	-82.65
56376	34.99	-99.01
56377	34.95	-98.01
56380	35.38	-98.09
56381	35.31	-97.91
56382	35.37	-97.92
34276	35.48	-101.03
58271	40.66	-82.65
52756	27.9	-97.14
55524	41.06	-82.03
55554	40.88	-82.65
61049	44.57	-122.9
57952	27.84	-97.06
61761	30.85	-90.15
58000	42.41	-83.61
55553	41.06	-82.2
58003	42.99	-83.98
57803	41.24	-86.3
57971	42.78	-83.75
61776	37.56	-92.68
62081	43.93	-82.8
61183	37.48	-75.97
60718	33.02	-117.29
60913	28.84	-81.68
34610	38.49	-98.48
56343	33.95	-91.91
31572	38.49	-98.44
60406	36.63	-93.34
60211	30.05	-83.25
62250	30.44	-88.21
61502	34.84	-118.21
62080	43.52	-83.24
62353	31.65	-86.77
57990	42.8	-83.68
62077	43.18	-83.62
61774	36.99	-93.8
61775	37.35	-93.49
62476	42.61	-84.3
61631	37.83	-86.86
60130	37.84	-86.08
62337	38.26	-85.7
60129	37.49	-85.16
62568	38.03	-85.69
34953	35.63	-77.07
57961	37.79	-86.29
53883	18.28	-67.17
59602	38.12	-83.83
57807	38.47	-85.55
62342	38.27	-86.81
56764	43.45	-84.98
68912	31.55	-83.91
39002	48.49	-100.72
13867	41.67	-96.56
60128	36.02	-85.57
35090	36.2	-100.31
20084	42.67	-91.31
64006	45.35	-84.39
48312	46.93	-97.67
13273	34.86	-82.03
55461	37.03	-93.47
60395	30.03	-92.42
23549	36.1	-98.36
51874	29.37	-95.08
62076	42.78	-84.2
24686	32.77	-97.33
21090	32.99	-83.41
63580	31.38	-89.33
34609	38.47	-98.5
86902	33.82	-81.76
139759	32.25	-93.46
146347	36.88	-94.02
129379	45.37	-93.84
72618	32.07	-90.8
73274	32.44	-89.96
139425	35.82	-77.29
83637	30.08	-91.83
83638	30.03	-91.88
132863	31.58	-85.6
132864	31.12	-85.08
74686	31.41	-81.69
107656	30.16	-92.05
107660	29.89	-92.22
107667	30.2	-92.02
107609	43.05	-97.11
107621	30.41	-93.93
107638	30.75	-93.24
107639	29.97	-92.58
98823	36.93	-79.51
106592	39.28	-100.17
124183	35.82	-79.8
124185	35.73	-78.03
124187	35.78	-79.42
137991	28	-80.64
103695	39.11	-100.24
103698	39.13	-100.23
142062	35.59	-77.93
98866	37.32	-78.7
95098	35.08	-87.49
82380	31.19	-86.7
105611	43.14	-96.3
101643	30.6	-90.23
137979	28.83	-81.78
93464	35.39	-81.52
98642	33.09	-89.07
96071	35.47	-81.35
88558	35.55	-95.65
88561	35.55	-95.65
98223	32.92	-89.58
98590	32.93	-89.32
98211	32.12	-90.39
98216	32.69	-89.73
98210	32.05	-90.54
98220	32.8	-89.73
107222	37.77	-77.27
103320	36.28	-76.69
103340	36.35	-76.26
101634	33.67	-90.92
95481	39.56	-79.52
103907	31.17	-89.35
71320	32.24	-95.06
79692	34.43	-81.64
75701	33.15	-88.48
88212	31.92	-89.89
79540	32.66	-84.09
78158	38.12	-85.05
85469	31.8	-93.02
85472	34.16	-95.05
93429	38.96	-76.98
80215	37.66	-86.01
80216	37.7	-85.78
80218	37.69	-85.06
93425	38.59	-76.87
79065	37.81	-85.38
81916	32.29	-89.88
82166	32.04	-89.46
88432	32.65	-88.57
79042	37.99	-85.42
79059	37.73	-85.63
85468	31.5	-93.45
79072	38.24	-84.81
88215	31.96	-89.77
82439	34.04	-84.48
88437	31.2	-89.23
97934	37.44	-76.45
90790	33.87	-86.45
97125	44.53	-114.23
93917	31.92	-92.5
97721	40.33	-91.28
97723	40.4	-91.24
98712	38.36	-77.52
98711	37.73	-78.84
93863	31.82	-92.79
90793	33.98	-85.63
97134	30.55	-92.25
97359	36.58	-77.43
97643	37.22	-76.97
97826	36.68	-76.87
97847	37.39	-76.37
93440	39.04	-78.29
95914	35.14	-94.98
95917	35.75	-94.81
93994	33.42	-94.24
95918	35.79	-94.54
83849	30.97	-90.3
84000	30.62	-90.5
83846	30.88	-90
77582	34.72	-88.23
85709	24.7	-81.09
134490	27.15	-80.22
134492	27.39	-80.37
88709	31.17	-90.78
118778	31.99	-81.07
112399	36.65	-94.33
108604	38.09	-92.91
116958	43.86	-96.69
102769	26.68	-81.86
90612	32.33	-81.2
110575	38.97	-77.72
113117	35.79	-96.14
104143	38.44	-77.9
98071	39.55	-83.78
98073	39.79	-83.72
104136	39.07	-78.04
89695	35.92	-80.5
110577	38.42	-77.63
118400	38.79	-77.54
118402	38.67	-78.17
120667	34.52	-81.4
142234	31.54	-89.9
135136	35.34	-78.46
141687	31.96	-90.39
141686	31.95	-90.44
143061	36.27	-96.39
95765	33.71	-93.6
90816	42.55	-92.88
90824	42.56	-92.86
124186	35.58	-77.93
140228	32.96	-90.2
90830	42.57	-92.55
111690	42.55	-92.68
135140	35.46	-78.27
104852	38.38	-77.49
108107	39.03	-77
108113	39.3	-78.16
95635	32.2	-94.52
104046	38.7	-76.56
95392	34.24	-94.03
95634	32.18	-94.76
104655	37.87	-102.36
116914	42.99	-98.45
119356	43.84	-95.76
119357	43.85	-95.75
119422	43.9	-95.61
119441	44.13	-95.19
119973	33.26	-80.24
120645	32.74	-80.09
118260	42.93	-95.55
118262	43.01	-95.28
110065	35.11	-101.36
127553	37.22	-77.42
109019	36.32	-94.28
135190	36.22	-77.12
137472	31.14	-86.47
135086	33.67	-80.54
103621	35.24	-90.5
138281	31.33	-85.73
138285	31.49	-85.41
134915	33.93	-89.59
111431	42.17	-88.88
130000	34.35	-116.59
107749	36.06	-95.81
134911	31.69	-89.36
134925	32.22	-89.1
134928	32.22	-89.1
134951	31.7	-89.49
135216	32.29	-90.87
135217	31.42	-90.9
134954	31.73	-90.33
75956	33.1	-81.9
107955	36.17	-97.78
107957	36.18	-97.74
135149	31.63	-91.86
135172	31.35	-91.84
135218	31.66	-91.83
135219	31.71	-91.81
135143	35.75	-77.92
134250	31.42	-89.81
134251	31.43	-89.82
134254	32	-88.84
134257	32.42	-89.43
138968	34.79	-78.92
134980	35.09	-78.62
107271	36.17	-97.96
134245	30.95	-89.18
134246	31.14	-89.39
134247	31.3	-89.58
141358	33.62	-86.45
133820	24.71	-81.37
133822	24.66	-81.47
133917	31.02	-81.81
141693	32.1	-90.05
140227	32.76	-90.46
141367	33.82	-87.14
141694	32.16	-90
135141	35.58	-78.12
142253	31.64	-89.18
141455	31.6	-91.11
135941	29.91	-90.13
142930	26.08	-97.25
141340	33.45	-89.64
141344	31.54	-91.4
141696	32.24	-89.88
141384	33	-89.82
141456	31.61	-91.04
142255	31.31	-89.36
141354	33.72	-87.39
139887	34.74	-86.07
72221	38.65	-85.61
141372	33.8	-87.34
139762	32.64	-93.42
88753	32.47	-97.24
105600	33	-82.62
105754	34.15	-84.52
88754	32.61	-96.86
141032	33.02	-95.21
139763	31.69	-92.21
69932	36.85	-89.84
141726	33.57	-96.92
147924	31.31	-92.54
147925	31.09	-92.73
141727	33.71	-96.61
70112	37.46	-89.51
137149	34.23	-89.02
75222	39.84	-84.56
72554	36.82	-93.58
73611	37.03	-93.73
73770	36.98	-92.81
73776	37.04	-92.37
73783	37.19	-92.3
79044	38.02	-85.34
73784	37.21	-92.25
73786	36.67	-91.42
71946	38.22	-85.79
73788	37.16	-91.31
73789	37.9	-92.06
76555	33.73	-88.25
72174	38.53	-86.11
73790	37.91	-92.03
75528	33.66	-88.37
78151	37.4	-85.96
78157	38.27	-85.2
78162	38.07	-84.14
134493	27.88	-80.51
73791	38.01	-91.89
73646	37.11	-93.53
73747	37.49	-92.78
73753	37.22	-93.17
73756	37.27	-93.07
73792	38.05	-91.85
73667	37.21	-93.28
73683	36.93	-93.31
75981	34.21	-81.35
76608	30.68	-91.46
72548	36.52	-94.14
73709	37.44	-92.96
72551	36.61	-93.95
72552	36.82	-94.01
102653	35.96	-80.46
73763	37.12	-93
73711	37.57	-92.8
75982	34.55	-80.3
73744	37.28	-93.16
73745	37.31	-93.08
72500	32.06	-89.75
78898	40.5	-89.35
73314	33.22	-89.32
79658	32.95	-83.69
78401	42.55	-88.33
79070	38.36	-84.38
78403	42.62	-87.87
80217	37.67	-85.18
76643	36.96	-87.65
78260	35.26	-90.65
74420	36.86	-82.78
78402	42.56	-88.31
65417	35.35	-93.01
73413	32.77	-89.25
78042	35.44	-77.58
77529	37.28	-92.85
77536	37.34	-92.86
73675	36.97	-93.3
76269	35.91	-89.46
76301	35.94	-89.4
69056	31.99	-90.1
72839	32.9	-90
65420	35.46	-92.73
65418	35.41	-92.85
76561	33.31	-87.86
74376	35.44	-90.29
74381	35.64	-89.98
72840	32.96	-89.89
73306	33.13	-89.52
76971	45.68	-122.69
78043	35.63	-77.21
78054	35.8	-77.01
76842	36.63	-90.52
71282	33.02	-92.76
136811	30.54	-92.51
79454	32.24	-84.83
78051	35.63	-77.18
80379	33.58	-85.03
79465	32.49	-84.42
73941	42.43	-88.71
73813	42.39	-88.83
79780	36.33	-119.36
140635	33.77	-85.23
76564	33.48	-87.51
106421	33.18	-82.87
106407	33.18	-82.87
65322	35.32	-87.59
76632	36.64	-88.16
76640	36.81	-87.88
77667	31.64	-85.53
83676	30.82	-92.07
83663	30.69	-91.9
79999	36.64	-86.11
83369	30.61	-84.75
83586	28.35	-80.61
83679	30.92	-92
84586	35.5	-89.55
82359	35.39	-89.67
79325	33.44	-85.09
84446	41.58	-102.98
82783	35.23	-89.64
83851	30.75	-90.7
84070	29.83	-83.6
82781	35.2	-89.67
85107	31.71	-85.67
85109	33.15	-85.79
80800	26.09	-80.19
83137	35.68	-88.86
83187	34.92	-88.79
83843	30.73	-91.63
85072	32.17	-86.82
85100	32.49	-87.11
85103	31.62	-86.01
85104	33	-86.09
80991	35.12	-93.05
85070	32.4	-86.48
85071	32.47	-86.41
85105	33.06	-86.01
112505	38.91	-97.13
82850	35.55	-89.07
82847	35.4	-89.32
85074	32.09	-85.16
85444	33.8	-93.96
85447	33.61	-94.13
83794	40.85	-92.42
84831	35.85	-87.21
82419	34.98	-90.01
79138	36.38	-86.34
83010	33.1	-86.31
83061	33.56	-87.67
84365	33.61	-87.59
80000	36.7	-85.97
82982	33	-86.5
85467	31.42	-93.85
80796	25.85	-81.39
85106	33.03	-85.99
82510	34.68	-91.23
82588	35.07	-92.14
82590	35.08	-92.12
85235	33.4	-86.66
84392	33.69	-87.5
82507	36.21	-92.62
79650	36.42	-86.27
91976	32.69	-101.08
85102	32.8	-86.58
79137	36.25	-88.01
82508	36.27	-92.52
84851	36.3	-87.95
79131	35.8	-87.29
83209	35.27	-88.29
91977	32.7	-100.94
85101	33.26	-85.51
82841	35.37	-89.37
82953	33.93	-88.03
83001	33.98	-87.95
83190	35.07	-88.61
85237	33.55	-86.57
82430	36.43	-88.52
82614	35.14	-93.03
92961	41.22	-93.53
74589	30.19	-82.65
148536	36.1	-95.75
74557	30.42	-82.23
70095	38.19	-87.87
70096	38.21	-87.8
74028	37.06	-86.07
70115	37.46	-89.46
80219	37.76	-84.84
78169	37.96	-86.27
125025	39.5	-96.04
76642	37.16	-87.23
82428	36.42	-88.53
82332	30.7	-87.36
80378	33.56	-85.29
79971	40.67	-93.08
79972	40.86	-93
79974	41.19	-92.71
79975	41.55	-92.43
80005	41.72	-92.35
103796	34.84	-87.87
84881	40.41	-96
89915	37.42	-93.2
96293	32.01	-94.92
89899	37.17	-93.84
89900	36.82	-94.62
89904	37.85	-94.05
89905	36.67	-92.52
94082	32.46	-98.21
92104	35.06	-91.99
92112	35.21	-91.93
94752	36.94	-92.26
92046	34.87	-92.19
92053	34.94	-92.06
93377	39.52	-98.13
92119	34.41	-92.96
92121	34.42	-92.95
85632	38.46	-81.42
94233	31.07	-97.47
92116	34.37	-93.2
95925	36.03	-93.93
95978	37.55	-77.2
95984	37.6	-77.21
95926	36.16	-93.7
95927	36.24	-93.62
95988	37.72	-77.22
96004	37.99	-77.25
96012	37.71	-77.12
96013	37.74	-77.15
96319	32.97	-95.31
94248	32.56	-97.41
94083	32.51	-98.15
93900	32.22	-97.79
89906	36.86	-94.42
89910	36.63	-91.96
89911	37.83	-93.5
89912	37.7	-92.67
88424	32.67	-98.99
81708	31.58	-86.1
112508	39.13	-96.71
80493	32.27	-90.14
76846	36.5	-90.98
86066	34.76	-89.05
76840	36.7	-90.14
76841	36.69	-90.22
82357	35.31	-89.76
96607	41.63	-83.37
85809	32.44	-97.54
85810	32.47	-97.47
89574	34.08	-80.01
90398	41	-105.27
87950	36.24	-79.37
88566	36.45	-96.41
88569	36.8	-94.67
94423	32.4	-90.2
88426	32.95	-98.17
86553	29.85	-83.62
90537	36.78	-85.01
92013	34.75	-92.38
92889	39.76	-94.85
90418	35.4	-78.15
94436	32.38	-90.1
95633	32.49	-97.86
92002	34.59	-92.55
92006	34.51	-92.74
83587	42.49	-93.71
81929	32.4	-95.59
86514	33.74	-84.35
87295	34.09	-85.11
85452	33.44	-94.41
87298	34.11	-85.09
82436	34.41	-89.53
81031	35.28	-92.85
81078	36.15	-91.68
81043	35.46	-92.62
83206	36.42	-91.17
80799	37.95	-83.53
82435	34.43	-89.65
82421	34.99	-89.99
81054	35.94	-91.96
84833	31.98	-89.24
92475	35.33	-87.2
92476	35.68	-85.98
94070	32.76	-97.6
90481	33.06	-80.03
83193	36.22	-79.38
83414	36.14	-77.6
94342	32.53	-91.04
73785	36.76	-91.99
83059	33.53	-87.77
77525	38.36	-93.3
92471	35.27	-87.4
77960	33.21	-91.8
79770	32.71	-90.23
90467	33.11	-80.32
84775	31.72	-89.6
90468	33.03	-81.5
78057	31.56	-91.98
90490	33.05	-79.85
79653	36.46	-86.18
85463	32.37	-94.82
85460	32.25	-94.89
77993	33.83	-90.97
80765	38.1	-83.83
88294	32.23	-89.42
88300	32.31	-89.35
90706	33.45	-87.67
87986	32.85	-90.79
90197	35.65	-97.55
76506	32.05	-87.82
77664	33.32	-87.84
94433	32.4	-90.2
91463	35.45	-86.89
92462	36.12	-87.33
92464	35.53	-86.44
92465	35.62	-86.24
92477	35.82	-85.53
98691	38.77	-76.94
137463	34.25	-81.44
78586	36.05	-94.98
90426	41.13	-104.69
91646	41.92	-95.52
77666	33.22	-88.27
85113	31.65	-85.52
88470	33.72	-92.16
79458	32.34	-84.66
94366	32.4	-90.54
91984	35.12	-77.67
83205	35.13	-90.85
89721	34.01	-82.73
88821	31.86	-88.77
86951	27.73	-97.38
87208	28.02	-97.65
79196	36.78	-85.58
79453	32.16	-85.03
88218	31.17	-89.92
82426	34.41	-89.74
83145	35.77	-88.69
94390	32.36	-90.43
76641	36.76	-87.96
83214	34.75	-91.09
94359	32.34	-90.78
84569	35.47	-89.59
84599	35.58	-89.52
90189	35.23	-98.43
72219	38.55	-85.76
91650	42.4	-94.45
91651	42.28	-94.43
91654	41.63	-94.13
91655	41.06	-94.01
91656	41.16	-93.38
91658	41.23	-93.12
91659	41.26	-92.87
98332	36.73	-85.18
98631	32.56	-95.87
91649	41.91	-94.91
91657	41.16	-93.33
92468	35.17	-91.17
92472	35.27	-91.91
100912	40.39	-101.74
100922	40.38	-101.79
97548	34.09	-98.96
101429	33.36	-91.4
98072	39.65	-83.73
75954	33.61	-82.41
97547	34.08	-98.96
75986	34.18	-80.83
98337	36.74	-85.14
99928	39.29	-94.49
98340	36.77	-85.04
99931	39.22	-94.58
98786	36.8	-79.85
96488	38.3	-83.11
86513	33.77	-84.43
88190	29.85	-90.1
87234	36.52	-88.56
90702	32.83	-87.92
90864	36.37	-97.25
89383	33.25	-84.06
89554	34.33	-79.44
87303	34.11	-85.04
88556	35.33	-93.98
88469	34.59	-93.97
89334	33.21	-82.39
79130	35.57	-87.68
88755	33.09	-96.74
107349	34.5	-89.51
106049	42.53	-91.66
91817	41.05	-84.13
92448	34.85	-91.64
82335	30.79	-87.24
107750	36.14	-77.19
92397	34.51	-92.25
107738	36.45	-96.64
107739	36.58	-96.44
95088	36.5	-87.38
107083	34.76	-88.53
107647	30.13	-92.16
107640	30.1	-92.18
107671	30.3	-91.91
106210	39.2	-99.26
107422	41.09	-83.52
107637	30.81	-93.42
106053	42.58	-91.61
106064	42.54	-91.27
106044	42.6	-92.02
106077	42.53	-91.13
106091	41.69	-92.3
107740	35.82	-96.38
107742	36.3	-95.41
107745	36.31	-95.44
